X	64814875	64816628	X	65205051	65208502	74
13	30706183	30706964	13	30716115	30717001	4
2	75146435	75147602	2	75853447	75855655	26
5	34485690	34487337	5	35002984	35004348	18
8	53320269	53320654	8	53408792	53409299	6
1	21596069	21597370	1	21660688	21661968	8
2	223846648	223846986	2	223966496	223966771	4
5	55278552	55279906	5	55497050	55497322	6
12	64240893	64242358	12	64649697	64650414	6
8	81524941	81525879	8	82166181	82166396	4
2	179778172	179779606	2	179993913	179994862	11
15	22437338	22438124	15	22457994	22458779	4
11	26318105	26319441	11	27179187	27180931	19
1	109791686	109792876	1	110074987	110075615	4
11	1856652	1859945	11	2171651	2175335	100
10	6149549	6152986	10	6441695	6446325	79
3	22605565	22606312	3	22726613	22727564	10
4	155903545	155903792	4	156091631	156092035	4
2	64561375	64561717	2	64715104	64715959	5
4	124692688	124694932	4	125031479	125033653	45
7	35749210	35749441	7	35889085	35889456	4
11	72635718	72635987	11	73000153	73000682	5
8	125437586	125439295	8	125451974	125453063	14
6	15691550	15692667	6	15876206	15876839	6
2	44313884	44315486	2	45182474	45183600	10
6	13335383	13337658	6	13574690	13577048	48
3	30083857	30084211	3	31173658	31174190	5
16	30441271	30442343	16	30582524	30583412	4
4	186989063	186989569	4	187508083	187509166	13
5	121630428	121631426	5	121828184	121828785	8
12	102694450	102695372	12	103094596	103096841	29
3	161278006	161278903	3	161418759	161419872	10
10	86016262	86017306	10	86296758	86297456	5
2	118714047	118714264	2	118760802	118761338	7
7	42983174	42983881	7	43479166	43479648	4
18	20509952	20510972	18	20938577	20939075	8
16	23072102	23072478	16	23446879	23447632	5
13	111719695	111724837	13	111874754	111877384	68
5	93860350	93860935	5	93949346	93949897	6
3	161569706	161570208	3	164903127	164904657	16
5	169527456	169528063	5	169638188	169640317	8
4	38732467	38732897	4	38759231	38760401	5
4	40738195	40740122	4	40926091	40927771	26
3	99562157	99563158	3	99776931	99777612	5
21	46712476	46712996	21	47300020	47301040	4
20	5105286	5108534	20	5170463	5174567	138
8	28181742	28182680	8	28212917	28213550	5
16	21167971	21168310	16	21178307	21179353	4
15	51454961	51455727	15	51522054	51522398	7
13	20771399	20771913	13	21066872	21067550	6
8	65487607	65488043	8	66055324	66055919	5
12	111834688	111835403	12	111843054	111843523	8
1	198056034	198059861	1	198326800	198329234	64
7	92461978	92463610	7	92509445	92510089	7
16	46412720	46414646	16	46420828	46422960	29
6	134431636	134433138	6	135203490	135204237	13
22	44387952	44389173	22	44490404	44490847	4
1	208823824	208828491	1	209380025	209381978	55
19	12251280	12252388	19	12457309	12458533	6
11	110315971	110316842	11	111317421	111317748	4
1	22747018	22747306	1	23215332	23215931	4
9	107624034	107626520	9	107916422	107920874	57
19	4547077	4547996	19	4635591	4636989	10
22	50714401	50715341	22	50797597	50800353	11
16	19097624	19098873	16	19125743	19126330	6
8	124171162	124173905	8	124230058	124233640	74
4	177298493	177299592	4	177562225	177564863	35
12	122214028	122214337	12	122222254	122224370	6
7	37274247	37275042	7	37549637	37550665	20
22	38003159	38003543	22	38360934	38361446	4
19	34995494	34995902	19	35203537	35204525	4
11	65183078	65185777	11	65235900	65237309	46
10	112116211	112116993	10	112262202	112264077	7
1	160923580	160924309	1	161109660	161109877	4
16	4556468	4556756	16	4565439	4567132	6
15	41198596	41199163	15	41222382	41223427	6
7	2904698	2904991	7	3339022	3341113	7
3	118603060	118606088	3	119397898	119400686	31
7	82254215	82255101	7	82356281	82356997	6
13	77459339	77459788	13	77477760	77478222	4
1	204957599	204959737	1	205224879	205226094	53
8	139731167	139731605	8	139739701	139740140	4
14	20799011	20799984	14	21077516	21078544	7
3	46109253	46111389	3	46120240	46120978	12
8	81916112	81917572	8	82147229	82148079	5
5	151939851	151940571	5	153341913	153342592	4
3	943657	944318	3	3220712	3221579	6
5	107786822	107787354	5	108814895	108815367	7
18	21078665	21079681	18	21095459	21096271	7
6	137039400	137041172	6	137112172	137112788	7
8	25027520	25028688	8	25434838	25436013	8
1	226384612	226385923	1	226520766	226521967	10
3	10989099	10989925	3	11100591	11101394	4
14	61092205	61092356	14	61213226	61213649	4
17	60004615	60005785	17	60186857	60187330	9
2	7176978	7178849	2	7223281	7224564	30
12	49461906	49463930	12	49485994	49487292	9
12	49326967	49328484	12	49371567	49372295	10
3	97907013	97907672	3	98045558	98046765	4
7	114506863	114507603	7	114857467	114857702	4
5	145920549	145923736	5	146345254	146347653	67
2	188445357	188446874	2	190276456	190277422	5
19	42942535	42943782	19	43045848	43046971	7
3	101414648	101415241	3	101528115	101528280	4
2	54749834	54750462	2	54860674	54862064	4
1	36626549	36627302	1	36750827	36751355	4
7	151267456	151267738	7	151451121	151451518	6
3	107379246	107381089	3	107646070	107647012	9
1	167525418	167525539	1	167568996	167569944	4
1	45197054	45197395	1	45205278	45205546	4
1	11097522	11097914	1	11709833	11710737	4
5	126626901	126628833	5	126777795	126778675	10
16	11809900	11810661	16	11907649	11908300	5
3	54461907	54462585	3	55214841	55215564	6
19	10230473	10231273	19	10360727	10361089	9
20	3696957	3697166	20	3761875	3762307	4
19	46868602	46869470	19	46898919	46899248	5
1	42039285	42040572	1	42356624	42357741	9
6	134245164	134245727	6	134421117	134422247	7
12	122134448	122135912	12	122249000	122250259	13
9	114794493	114795132	9	114838679	114839732	4
6	106889127	106890518	6	107013233	107015051	8
17	10199108	10200205	17	10230768	10231138	5
6	126316281	126317915	6	127441992	127443620	20
19	36437728	36438874	19	36660307	36662042	25
7	108252943	108254592	7	111375434	111376885	23
1	19239646	19239861	1	19262423	19263464	4
2	190952631	190954993	2	191234650	191238170	99
15	90686247	90686978	15	90828859	90830400	28
22	32126252	32126775	22	32366181	32366768	4
15	74189583	74190976	15	74199945	74201131	20
9	16133315	16134214	9	17462027	17463167	6
10	111643688	111644333	10	111682332	111683315	4
14	107121597	107123075	14	107137593	107138676	5
9	133768823	133769330	9	133816495	133817010	7
2	64557764	64558268	2	65140475	65140872	4
5	79222964	79224107	5	79378657	79379574	6
10	134271524	134272588	10	134468148	134468851	6
17	40730565	40730690	17	41080829	41081559	4
2	201827843	201828567	2	202042037	202042578	8
1	226612178	226613453	1	226632092	226632939	10
1	55137638	55138640	1	55461834	55462398	6
20	48806711	48808882	20	48901846	48902495	7
19	34636446	34637104	19	35203646	35203972	5
12	11631002	11631463	12	11639563	11639844	4
6	30698531	30699149	6	30845007	30845836	4
17	74010300	74010914	17	74116202	74118588	11
1	196119766	196121606	1	196629721	196630388	6
19	14682290	14688925	19	14793906	14801198	182
3	112361570	112362217	3	112769953	112770480	6
9	34332337	34332751	9	34376591	34377429	6
11	79151488	79152213	11	79204778	79205418	4
4	99071447	99071881	4	100326131	100327125	5
11	10344417	10344871	11	10387535	10389008	11
14	94405604	94406420	14	94419381	94420066	6
3	194053559	194056142	3	194293976	194294877	17
12	56388728	56391153	12	56422359	56424300	56
1	99259761	99260651	1	99945790	99947811	16
X	32548405	32549508	X	32691058	32691676	11
22	38037916	38041362	22	38074950	38078254	78
8	104137236	104137671	8	104290890	104291936	4
9	33403484	33404111	9	33498075	33499453	4
6	147929	148797	6	187771	189456	11
22	19287031	19287973	22	19464562	19465851	13
5	149818649	149819552	5	149924450	149924685	5
16	19612128	19613318	16	19918842	19919211	5
9	7052082	7053413	9	7186114	7186760	13
20	7961421	7961670	20	8012616	8013059	4
5	137666741	137667887	5	137687797	137688566	11
1	55137529	55138320	1	55266152	55268285	16
3	141295257	141296827	3	141362287	141364145	27
13	47066825	47067488	13	47125555	47126631	8
2	46727314	46729006	2	46768625	46769527	9
2	224556765	224557375	2	225148595	225149961	8
8	72730768	72733735	8	73198809	73200640	56
2	20860112	20862742	2	21250312	21250948	19
4	100038661	100040597	4	100381599	100384743	52
17	46212421	46213104	17	46662540	46663652	4
12	111056565	111058530	12	111135030	111136932	41
1	162847737	162849533	1	163285215	163286247	22
10	60541530	60542458	10	60940896	60941757	14
16	68273563	68274240	16	68479270	68479626	5
5	177501687	177502439	5	177575079	177575798	6
6	13873684	13874537	6	14046233	14047045	8
19	13075779	13076362	19	13200239	13200965	4
17	7039617	7039823	17	7080687	7081049	5
2	202044698	202050852	2	202096051	202099043	118
6	41393002	41393641	6	41561678	41562272	5
1	248567482	248567604	1	249119662	249122162	10
9	71198072	71199693	9	71206659	71208748	7
3	41935525	41935884	3	42580754	42581835	12
10	23444625	23445181	10	23581574	23582343	4
4	54063268	54064298	4	55083406	55084424	7
1	32405413	32405602	1	32468785	32469479	4
14	93055494	93055941	14	93079310	93079824	5
17	41771787	41772735	17	41827135	41828684	6
11	60597821	60600510	11	60896465	60898833	73
7	304028	304549	7	912694	913432	8
6	143207952	143208493	6	143263824	143264355	4
17	69760613	69761121	17	70114842	70115185	5
14	100750571	100752150	14	100784432	100785083	10
7	120803864	120804364	7	121186130	121188004	7
14	106838308	106838806	14	106873190	106873888	5
6	138187827	138188334	6	138328009	138328503	4
5	10452355	10452993	5	10858885	10859619	5
11	124609954	124610986	11	124632431	124633625	5
20	49099561	49101701	20	49196582	49196913	8
3	181427028	181429459	3	182334987	182336804	19
12	262311	262661	12	329064	329931	5
3	108207685	108212969	3	108267709	108275305	219
14	24808409	24809855	14	24900987	24901238	7
19	1279759	1281144	19	1364061	1364846	10
12	54607399	54609242	12	54760385	54763396	66
8	22530442	22530983	8	22643047	22643495	4
5	169148540	169149121	5	169407215	169408041	5
4	596634	597772	4	668021	668275	4
1	16129724	16130100	1	16142091	16142388	5
7	93738729	93739317	7	94024679	94025328	4
9	37481756	37482751	9	38400770	38401065	4
1	38503346	38504201	1	38537517	38537864	11
19	55600029	55600371	19	55652412	55652867	4
11	82392574	82394036	11	82575296	82576193	10
5	77763561	77764184	5	78428812	78429650	6
1	90511605	90512554	1	91630685	91631187	5
7	83044162	83045160	7	83285196	83285654	5
20	30638938	30640952	20	30678933	30680122	14
19	6165786	6166576	19	6354023	6354798	6
2	46691597	46692082	2	47118936	47119676	4
8	22431920	22432144	8	22876421	22876974	4
6	55310265	55310686	6	55818342	55818684	4
14	96032074	96033543	14	96240416	96241533	22
14	24684768	24686150	14	24763959	24765166	11
12	53844975	53845795	12	54069839	54070210	4
2	164025752	164026682	2	165456356	165457814	27
9	37364327	37365210	9	37390273	37390991	9
18	43753152	43754016	18	43860236	43861476	13
3	168228646	168230640	3	168564438	168566043	33
6	36648364	36649062	6	36669126	36670142	4
21	34063175	34064431	21	34198964	34199146	4
7	49522015	49523032	7	49832196	49832798	4
6	26572420	26573301	6	26607673	26607928	4
7	16965739	16966076	7	17342452	17343556	4
22	36540871	36541913	22	36573296	36574666	10
20	54822446	54824622	20	55151569	55153378	15
19	11146548	11147023	19	11311669	11312249	4
4	128200842	128200997	4	130523381	130523433	4
3	128512274	128513370	3	128522279	128522958	5
17	9632430	9632824	17	10517905	10518392	4
19	36184509	36185509	19	36308367	36312150	39
20	17485346	17486714	20	17629571	17630395	9
5	168374167	168375833	5	169008525	169009053	9
19	46905514	46905715	19	46986147	46986784	4
7	140175339	140176375	7	140198044	140198495	4
10	124983642	124985100	10	125139550	125140839	9
5	107856566	107858652	5	108804026	108805273	20
6	134243488	134247339	6	134414022	134419815	215
14	23537052	23539166	14	23577621	23579628	53
21	35882208	35883144	21	35979338	35980288	5
3	194024424	194025542	3	194033543	194034366	5
22	18312803	18313722	22	18373765	18375006	7
11	89982564	89984117	11	90981111	90982892	25
8	215400	217202	8	1643551	1644273	11
3	178154409	178155184	3	178665248	178665981	7
14	102175097	102176257	14	102427452	102428031	4
5	10863691	10864229	5	12023797	12024071	5
16	85859031	85860274	16	85930951	85931563	7
19	34251647	34253238	19	34268965	34269456	4
17	32526765	32527644	17	33445836	33447910	24
12	62831926	62832576	12	63184708	63185581	5
11	88217828	88218752	11	88277009	88278168	10
12	123754857	123756878	12	123953072	123954026	20
9	89045491	89046749	9	89939334	89939842	5
7	27188880	27191272	7	27199987	27201309	31
1	223883408	223886989	1	223934501	223939501	187
12	8781323	8782951	12	8801212	8802028	9
8	17458564	17461660	8	17554448	17559057	134
8	86361614	86365687	8	87099732	87101507	79
8	38627438	38628460	8	38644333	38645781	9
21	36064951	36065989	21	36094807	36095599	5
7	134317842	134317972	7	134853815	134854151	4
10	65002844	65003328	10	65020718	65020935	4
19	17358706	17360200	19	17371738	17372142	6
7	27238353	27239136	7	28060025	28060290	5
1	114887052	114890956	1	115098156	115104374	171
X	113172298	113172514	X	113952166	113953039	4
5	130207321	130207616	5	130447141	130448586	7
1	54343818	54344682	1	54547070	54547857	7
6	161188190	161189492	6	161791712	161792220	7
5	172411312	172411843	5	172710523	172711560	7
13	40516969	40517326	13	40598672	40599494	6
14	99984188	99985162	14	100413064	100413995	12
13	61699349	61699988	13	61866727	61867664	5
7	134385799	134386892	7	134638888	134639389	5
4	140105029	140105771	4	140451376	140452345	13
1	120205802	120206991	1	120217855	120218756	10
11	119039230	119039419	11	119210557	119210866	4
6	150044528	150045651	6	150185650	150186692	12
12	55391991	55393009	12	55466747	55467264	5
3	184893667	184895544	3	185025826	185026279	12
14	75699373	75699715	14	75762274	75763046	4
2	170681169	170681806	2	170733263	170734310	18
3	148892524	148893251	3	148990758	148991190	5
15	64278666	64280082	15	64301962	64303365	14
15	50967367	50970031	15	51177529	51179078	56
7	111381790	111382215	7	112053981	112055641	17
3	130478759	130479346	3	130745270	130745664	4
9	134463762	134464760	9	134622556	134623089	5
20	6159190	6159440	20	7266307	7266924	4
13	109613648	109614433	13	110789755	110790361	7
2	43055979	43056390	2	43711385	43711780	8
18	13558134	13558577	18	14085751	14086773	5
17	42477657	42478419	17	42610347	42611323	5
5	150840891	150841675	5	150876455	150877420	6
16	67526658	67531042	16	67547193	67550010	121
10	63510599	63511267	10	63578842	63579301	5
1	150436441	150437125	1	150459521	150459902	4
3	49331787	49335508	3	49486295	49487983	35
4	17347750	17349283	4	17469669	17470665	10
13	44378586	44379030	13	44448541	44449084	5
18	20510185	20510355	18	20958688	20959045	4
18	20393522	20393985	18	20938716	20939673	7
3	139938570	139939149	3	140582491	140583359	4
2	168992381	168993700	2	169776913	169778064	24
7	44627615	44628104	7	44896031	44896883	7
2	85152519	85153503	2	85521440	85522685	5
15	64262957	64264187	15	64301671	64303320	9
3	137427371	137428521	3	137665063	137666815	27
5	157188587	157191450	5	157374596	157376923	41
19	48215788	48217199	19	48291827	48292493	24
2	30387976	30388725	2	30396712	30397364	4
16	56997902	56998950	16	57084889	57087138	8
8	22279882	22280457	8	22765581	22766882	7
3	138414063	138414603	3	138634265	138634955	5
12	58176431	58176859	12	58225188	58225817	7
19	51207155	51210265	19	51285420	51287318	40
5	66504877	66505337	5	67548173	67548881	4
14	100195328	100197983	14	100348895	100353778	83
10	24807837	24809828	10	24846127	24846903	9
14	102094846	102095037	14	102131693	102132128	6
5	72513195	72513939	5	72747047	72747364	4
11	119226386	119228307	11	119349064	119352501	17
2	9939737	9940634	2	10053797	10055645	9
14	74684302	74685751	14	74717979	74718731	24
20	9388672	9388965	20	9585566	9586482	5
14	67893091	67894435	14	67993209	67993798	23
9	134225439	134226005	9	134434902	134435897	7
7	25931542	25936317	7	26100024	26103840	195
1	33176819	33178196	1	33213861	33215258	8
19	17371556	17372038	19	17501734	17502366	6
1	23871255	23871549	1	23940659	23940936	4
12	50017261	50017921	12	50101189	50101756	6
15	41198417	41199396	15	41206797	41207686	6
1	21023290	21023981	1	21525184	21525945	5
3	145906255	145911308	3	146295226	146296192	31
15	44870541	44871878	15	45029598	45031234	20
2	132249981	132250725	2	132273569	132274366	4
3	63336798	63338045	3	63550403	63551197	8
20	9959084	9959383	20	10068789	10069647	4
18	27454513	27455419	18	27858921	27859405	5
11	44957909	44959132	11	45353694	45354535	15
11	123385427	123386407	11	123425646	123425914	7
4	112996212	112996732	4	113686506	113687878	8
13	33162336	33163145	13	33225036	33225803	4
1	17277965	17278924	1	17286587	17287743	13
6	84593374	84596819	6	84927700	84931999	134
1	46769735	46770878	1	46812686	46814050	9
10	90976810	90977624	10	91174260	91175368	8
10	63492706	63493546	10	63594457	63595149	7
1	92951264	92951889	1	93064130	93065265	7
8	38758963	38760013	8	38823149	38824341	10
6	44225276	44226549	6	44235651	44236133	5
6	107996372	107997030	6	108020415	108020806	5
1	157059837	157060178	1	157121699	157122905	7
19	34268893	34269723	19	34582382	34585253	17
5	58514227	58515098	5	58663718	58664242	6
17	2840837	2841543	17	2916387	2916725	4
1	41746890	41747679	1	41882821	41883074	4
3	185956348	185957356	3	186256629	186257328	4
10	88108372	88110237	10	88136142	88137471	14
9	23122431	23123416	9	23491774	23492413	9
6	31648394	31649463	6	31763072	31764054	8
15	49151445	49152061	15	49713892	49714499	5
16	83990135	83991496	16	84095733	84099829	60
3	53972718	53973131	3	54328239	54328440	6
14	77618453	77618930	14	77767159	77767749	6
11	30335880	30336678	11	30367775	30368058	4
11	82616008	82619483	11	82959709	82961843	71
19	6299275	6300439	19	6862544	6863839	6
5	81645414	81645947	5	82859963	82860152	4
1	228827622	228828877	1	229362953	229363605	14
5	37842287	37844046	5	38192791	38193789	6
9	123975240	123975772	9	124138508	124139115	13
